day,week,month,year,weekend,season_canada,season_international,date_key
7,5,2,2003,t,Winter,Winter,868
6,50,12,2008,t,Winter,Winter,869
2,25,6,2011,f,Winter,Winter,870
3,27,7,2011,f,Summer,Summer,871
2,28,7,2011,f,Summer,Summer,872
6,33,8,2011,t,Summer,Summer,873
7,33,8,2011,t,Summer,Summer,874
5,38,9,2010,f,Autumn,Autumn,875
5,47,11,2009,f,Autumn,Autumn,876
7,34,8,2011,t,Summer,Summer,877
5,12,3,2012,f,Spring,Spring,878
6,12,3,2012,t,Spring,Spring,879
5,33,8,2005,f,Summer,Summer,880
3,28,7,2012,f,Summer,Summer,881
1,11,3,1989,f,Spring,Spring,882
5,10,3,2011,f,Spring,Spring,883
6,25,6,2012,t,Winter,Winter,884
2,40,10,2012,f,Autumn,Autumn,885
7,36,9,2012,t,Autumn,Autumn,886
7,20,5,2012,t,Spring,Spring,887
1,22,5,2012,f,Spring,Spring,888
2,31,7,2012,f,Summer,Summer,889
1,28,7,2013,f,Summer,Summer,890
6,27,7,2013,t,Summer,Summer,891
3,23,6,2012,f,Winter,Winter,892
1,22,5,2013,f,Spring,Spring,893
3,25,6,2013,f,Winter,Winter,894
4,21,5,2012,f,Spring,Spring,895
1,28,7,2010,f,Summer,Summer,896
6,42,10,2013,t,Autumn,Autumn,897
7,25,6,2012,t,Winter,Winter,898
1,30,7,2012,f,Summer,Summer,899
1,37,9,2012,f,Autumn,Autumn,900
2,27,7,2014,f,Summer,Summer,901
7,22,6,2014,t,Winter,Winter,902
7,8,2,2012,t,Winter,Winter,903
1,32,8,2014,f,Summer,Summer,904
3,43,10,2014,f,Autumn,Autumn,905
4,4,1,2014,f,Winter,Winter,906
2,16,4,2014,f,Spring,Spring,907
1,43,10,2014,f,Autumn,Autumn,908
6,51,12,2013,t,Winter,Winter,909
,,,,,,,910
1,18,4,2013,f,Spring,Spring,911
6,27,7,2014,t,Summer,Summer,912
5,51,12,2013,f,Winter,Winter,913
1,16,4,2014,f,Spring,Spring,914
3,26,6,2014,f,Winter,Winter,915
7,24,6,2014,t,Winter,Winter,916
3,27,7,2015,f,Summer,Summer,917
7,31,8,2015,t,Summer,Summer,918
5,16,4,2015,f,Spring,Spring,919
6,10,3,2015,t,Spring,Spring,920
1,26,6,2015,f,Winter,Winter,921
6,13,3,2015,t,Spring,Spring,922
6,17,4,2015,t,Spring,Spring,923
7,7,2,2015,t,Winter,Winter,924
4,22,5,2015,f,Spring,Spring,925
6,16,4,2015,t,Spring,Spring,926
1,8,2,2015,f,Winter,Winter,927
6,19,5,2015,t,Spring,Spring,928
6,35,8,2015,t,Summer,Summer,929
3,15,4,2015,f,Spring,Spring,930
5,24,6,2015,f,Winter,Winter,931
3,30,7,2015,f,Summer,Summer,932
2,32,8,2015,f,Summer,Summer,933
1,27,6,2015,f,Winter,Winter,934
7,28,7,2015,t,Summer,Summer,935
4,39,9,2016,f,Autumn,Autumn,936
7,47,11,2016,t,Autumn,Autumn,937
7,51,12,2016,t,Winter,Winter,938
3,43,10,2016,f,Autumn,Autumn,939
4,29,7,2016,f,Summer,Summer,940
1,46,11,2016,f,Autumn,Autumn,941
3,8,2,2016,f,Winter,Winter,942
3,12,3,2016,f,Spring,Spring,943
5,27,7,2016,f,Summer,Summer,944
2,13,3,2016,f,Spring,Spring,945
1,13,3,2016,f,Spring,Spring,946
1,26,6,2016,f,Winter,Winter,947
3,17,4,2016,f,Spring,Spring,948
7,40,10,2016,t,Autumn,Autumn,949
2,14,4,2016,f,Spring,Spring,950
4,25,6,2016,f,Winter,Winter,951
3,29,7,2016,f,Summer,Summer,952
4,31,8,2016,f,Summer,Summer,953
7,33,8,2016,t,Summer,Summer,954
7,26,7,2016,t,Summer,Summer,955
3,41,10,2016,f,Autumn,Autumn,956
4,40,10,2016,f,Autumn,Autumn,957
3,10,3,2016,f,Spring,Spring,958
4,41,10,2016,f,Autumn,Autumn,959
3,24,6,2016,f,Winter,Winter,960
5,25,6,2016,f,Winter,Winter,961
1,29,7,2016,f,Summer,Summer,962
2,26,6,2016,f,Winter,Winter,963
5,28,7,2016,f,Summer,Summer,964
1,16,4,2016,f,Spring,Spring,965
6,30,7,2016,t,Summer,Summer,966
6,17,4,2016,t,Spring,Spring,967
5,7,2,1905,f,Winter,Winter,968
1,32,8,1908,f,Summer,Summer,969
3,28,7,1912,f,Summer,Summer,970
4,46,11,1913,f,Autumn,Autumn,971
5,27,7,1915,f,Summer,Summer,972
1,47,11,1917,f,Autumn,Autumn,973
4,1,1,1925,f,Winter,Winter,974
2,1,12,1918,f,Winter,Winter,975
3,1,12,1919,f,Winter,Winter,976
5,53,12,1920,f,Winter,Winter,977
7,12,3,1920,t,Spring,Spring,978
1,27,6,1986,f,Winter,Winter,979
5,14,4,1986,f,Spring,Spring,980
4,30,7,1986,f,Summer,Summer,981
6,23,6,1988,t,Winter,Winter,982
1,28,7,1988,f,Summer,Summer,983
5,27,7,1988,f,Summer,Summer,984
2,19,5,1989,f,Spring,Spring,985
3,38,9,1989,f,Autumn,Autumn,986
7,45,11,1989,t,Autumn,Autumn,987
7,21,5,2010,t,Spring,Spring,988
3,3,1,1990,f,Winter,Winter,989
3,9,2,1990,f,Winter,Winter,990
6,20,5,1990,t,Spring,Spring,991
3,27,7,1990,f,Summer,Summer,992
3,39,9,1990,f,Autumn,Autumn,993
2,46,11,1990,f,Autumn,Autumn,994
1,15,4,1991,f,Spring,Spring,995
4,19,5,1991,f,Spring,Spring,996
3,28,7,1991,f,Summer,Summer,997
7,35,9,1991,t,Autumn,Autumn,998
7,44,11,1991,t,Autumn,Autumn,999
1,42,10,1991,f,Autumn,Autumn,1000
2,6,2,1992,f,Winter,Winter,1001
3,10,3,1992,f,Spring,Spring,1002
4,31,7,1992,f,Summer,Summer,1003
5,30,7,1993,f,Summer,Summer,1004
6,32,8,1993,t,Summer,Summer,1005
2,9,3,1994,f,Spring,Spring,1006
7,5,2,1994,t,Winter,Winter,1007
1,3,1,1994,f,Winter,Winter,1008
2,17,4,1994,f,Spring,Spring,1009
1,50,12,1994,f,Winter,Winter,1010
5,23,6,1995,f,Winter,Winter,1011
4,24,6,1995,f,Winter,Winter,1012
6,28,7,1995,t,Summer,Summer,1013
5,40,10,1995,f,Autumn,Autumn,1014
1,50,12,1995,f,Winter,Winter,1015
3,48,11,1995,f,Autumn,Autumn,1016
1,8,2,1996,f,Winter,Winter,1017
7,20,5,1996,t,Spring,Spring,1018
6,27,7,1996,t,Summer,Summer,1019
3,19,5,1996,f,Spring,Spring,1020
5,25,6,1996,f,Winter,Winter,1021
4,29,7,1996,f,Summer,Summer,1022
4,30,7,1996,f,Summer,Summer,1023
1,13,3,1997,f,Spring,Spring,1024
4,14,4,1997,f,Spring,Spring,1025
3,17,4,1997,f,Spring,Spring,1026
3,20,5,1997,f,Spring,Spring,1027
5,25,6,1997,f,Winter,Winter,1028
6,2,1,1998,t,Winter,Winter,1029
2,11,3,1998,f,Spring,Spring,1030
1,32,8,2008,f,Summer,Summer,1031
3,16,4,1998,f,Spring,Spring,1032
4,21,5,1998,f,Spring,Spring,1033
5,31,7,1998,f,Summer,Summer,1034
7,27,7,1998,t,Summer,Summer,1035
1,34,8,1998,f,Summer,Summer,1036
2,53,12,1998,f,Winter,Winter,1037
3,48,11,1998,f,Autumn,Autumn,1038
5,2,1,1999,f,Winter,Winter,1039
5,30,7,1999,f,Summer,Summer,1040
3,26,6,1999,f,Winter,Winter,1041
1,22,5,1999,f,Spring,Spring,1042
2,25,6,1999,f,Winter,Winter,1043
5,25,6,1999,f,Winter,Winter,1044
6,24,6,1999,t,Winter,Winter,1045
4,26,7,1999,f,Summer,Summer,1046
1,27,7,1999,f,Summer,Summer,1047
6,3,1,2000,t,Winter,Winter,1048
5,15,4,2000,f,Spring,Spring,1049
5,16,4,2000,f,Spring,Spring,1050
6,45,11,2000,t,Autumn,Autumn,1051
5,23,6,2002,f,Winter,Winter,1052
3,21,5,2002,f,Spring,Spring,1053
7,26,6,2002,t,Winter,Winter,1054
5,44,10,2003,f,Autumn,Autumn,1055
7,35,8,2003,t,Summer,Summer,1056
4,43,10,2003,f,Autumn,Autumn,1057
5,8,2,2004,f,Winter,Winter,1058
5,13,3,2004,f,Spring,Spring,1059
7,28,7,2004,t,Summer,Summer,1060
6,33,8,2004,t,Summer,Summer,1061
1,5,1,2005,f,Winter,Winter,1062
4,13,3,2005,f,Spring,Spring,1063
7,19,5,2005,t,Spring,Spring,1064
6,19,5,2005,t,Spring,Spring,1065
5,21,5,2005,f,Spring,Spring,1066
7,24,6,2006,t,Winter,Winter,1067
3,27,7,2006,f,Summer,Summer,1068
5,27,7,2006,f,Summer,Summer,1069
6,48,12,2006,t,Winter,Winter,1070
5,15,4,2007,f,Spring,Spring,1071
7,24,6,2007,t,Winter,Winter,1072
4,30,7,2007,f,Summer,Summer,1073
2,32,8,2007,f,Summer,Summer,1074
4,32,8,2007,f,Summer,Summer,1075
5,18,5,2008,f,Spring,Spring,1076
1,21,5,2008,f,Spring,Spring,1077
7,27,7,2008,t,Summer,Summer,1078
1,19,5,1979,f,Spring,Spring,1079
1,24,6,2008,f,Winter,Winter,1080
3,19,5,2008,f,Spring,Spring,1081
7,35,8,2008,t,Summer,Summer,1082
6,20,5,2008,t,Spring,Spring,1083
4,2,1,2009,f,Winter,Winter,1084
1,5,2,2010,f,Winter,Winter,1085
1,36,8,2009,f,Summer,Summer,1086
1,32,8,2009,f,Summer,Summer,1087
6,27,7,2009,t,Summer,Summer,1088
1,19,5,2009,f,Spring,Spring,1089
2,27,7,2010,f,Summer,Summer,1090
3,44,10,2009,f,Autumn,Autumn,1091
7,33,8,2010,t,Summer,Summer,1092
3,45,11,2010,f,Autumn,Autumn,1093
7,21,5,2008,t,Spring,Spring,1094
7,53,1,2010,t,Winter,Winter,1095
5,26,7,2010,f,Summer,Summer,1096
2,50,12,2010,f,Winter,Winter,1097
2,40,10,2002,f,Autumn,Autumn,1098
3,36,9,2010,f,Autumn,Autumn,1099
2,45,11,1978,f,Autumn,Autumn,1100
7,14,4,1987,t,Spring,Spring,1101
4,29,7,1989,f,Summer,Summer,1102
3,42,10,1989,f,Autumn,Autumn,1103
7,25,6,1922,t,Winter,Winter,1104
6,45,11,1996,t,Autumn,Autumn,1105
3,50,12,2010,f,Winter,Winter,1106
3,19,5,1999,f,Spring,Spring,1107
3,23,6,2005,f,Winter,Winter,1108
1,30,7,2005,f,Summer,Summer,1109
4,40,10,1922,f,Autumn,Autumn,1110
4,21,5,2009,f,Spring,Spring,1111
3,27,7,2009,f,Summer,Summer,1112
3,19,5,1923,f,Spring,Spring,1113
4,35,9,1927,f,Autumn,Autumn,1114
4,34,8,1927,f,Summer,Summer,1115
7,3,1,1929,t,Winter,Winter,1116
2,15,4,1929,f,Spring,Spring,1117
2,40,9,1931,f,Autumn,Autumn,1118
6,52,1,1938,t,Winter,Winter,1119
4,5,2,1934,f,Winter,Winter,1120
2,17,4,1934,f,Spring,Spring,1121
1,27,7,1935,f,Summer,Summer,1122
2,3,1,1935,f,Winter,Winter,1123
4,11,3,1936,f,Spring,Spring,1124
4,17,4,1936,f,Spring,Spring,1125
7,29,7,1936,t,Summer,Summer,1126
5,29,7,1936,f,Summer,Summer,1127
3,13,3,1936,f,Spring,Spring,1128
4,2,1,1937,f,Winter,Winter,1129
3,17,4,1937,f,Spring,Spring,1130
6,41,10,1938,t,Autumn,Autumn,1131
7,24,6,1941,t,Winter,Winter,1132
2,50,12,1944,f,Winter,Winter,1133
6,6,2,1947,t,Winter,Winter,1134
6,15,4,1947,t,Spring,Spring,1135
7,44,10,1948,t,Autumn,Autumn,1136
3,13,3,1950,f,Spring,Spring,1137
6,14,4,1950,t,Spring,Spring,1138
4,24,6,1950,f,Winter,Winter,1139
4,18,5,1952,f,Spring,Spring,1140
4,53,12,1953,f,Winter,Winter,1141
6,36,9,1953,t,Autumn,Autumn,1142
4,7,2,1954,f,Winter,Winter,1143
1,37,9,1954,f,Autumn,Autumn,1144
3,35,8,1955,f,Summer,Summer,1145
5,41,10,1954,f,Autumn,Autumn,1146
3,3,1,1956,f,Winter,Winter,1147
5,35,8,1956,f,Summer,Summer,1148
3,1,12,1958,f,Winter,Winter,1149
7,9,3,1958,t,Spring,Spring,1150
6,19,5,1960,t,Spring,Spring,1151
4,10,3,1963,f,Spring,Spring,1152
3,22,5,1961,f,Spring,Spring,1153
6,41,10,1961,t,Autumn,Autumn,1154
1,41,10,1962,f,Autumn,Autumn,1155
3,14,4,1962,f,Spring,Spring,1156
7,30,7,1963,t,Summer,Summer,1157
3,49,12,1964,f,Winter,Winter,1158
4,16,4,1967,f,Spring,Spring,1159
4,41,10,1967,f,Autumn,Autumn,1160
3,21,5,1969,f,Spring,Spring,1161
5,6,2,1970,f,Winter,Winter,1162
2,19,5,1970,f,Spring,Spring,1163
7,26,6,1970,t,Winter,Winter,1164
1,7,2,1971,f,Winter,Winter,1165
5,17,4,1971,f,Spring,Spring,1166
1,33,8,1971,f,Summer,Summer,1167
3,39,9,1986,f,Autumn,Autumn,1168
4,22,6,1972,f,Winter,Winter,1169
1,18,4,1973,f,Spring,Spring,1170
2,24,6,1972,f,Winter,Winter,1171
6,18,5,1973,t,Spring,Spring,1172
3,31,7,1974,f,Summer,Summer,1173
7,26,6,1974,t,Winter,Winter,1174
5,22,5,1974,f,Spring,Spring,1175
2,21,5,1974,f,Spring,Spring,1176
6,22,5,1975,t,Spring,Spring,1177
2,6,2,1976,f,Winter,Winter,1178
1,5,1,1977,f,Winter,Winter,1179
4,16,4,1976,f,Spring,Spring,1180
4,29,7,1976,f,Summer,Summer,1181
1,15,4,1976,f,Spring,Spring,1182
3,33,8,1976,f,Summer,Summer,1183
4,35,8,1978,f,Summer,Summer,1184
1,3,1,1978,f,Winter,Winter,1185
2,28,7,1978,f,Summer,Summer,1186
2,8,2,1979,f,Winter,Winter,1187
4,22,5,1979,f,Spring,Spring,1188
5,36,9,1979,f,Autumn,Autumn,1189
5,46,11,1979,f,Autumn,Autumn,1190
1,28,7,1980,f,Summer,Summer,1191
6,12,3,1980,t,Spring,Spring,1192
6,52,12,1980,t,Winter,Winter,1193
5,8,2,1981,f,Winter,Winter,1194
6,44,10,1981,t,Autumn,Autumn,1195
7,22,6,1982,t,Winter,Winter,1196
2,31,8,1982,f,Summer,Summer,1197
7,11,3,1983,t,Spring,Spring,1198
3,35,8,1983,f,Summer,Summer,1199
3,3,1,1983,f,Winter,Winter,1200
4,10,3,1983,f,Spring,Spring,1201
6,27,7,1983,t,Summer,Summer,1202
7,51,12,1983,t,Winter,Winter,1203
5,35,8,1984,f,Summer,Summer,1204
3,6,2,1984,f,Winter,Winter,1205
4,1,1,1984,f,Winter,Winter,1206
5,7,2,1984,f,Winter,Winter,1207
7,18,5,1984,t,Spring,Spring,1208
6,17,4,1984,t,Spring,Spring,1209
2,31,7,1984,f,Summer,Summer,1210
7,15,4,1984,t,Spring,Spring,1211
1,41,10,1984,f,Autumn,Autumn,1212
5,41,10,1984,f,Autumn,Autumn,1213
6,9,3,1985,t,Spring,Spring,1214
6,35,8,1985,t,Summer,Summer,1215
6,14,4,1985,t,Spring,Spring,1216
5,46,11,1992,f,Autumn,Autumn,1217
5,8,2,2011,f,Winter,Winter,1218
7,20,5,2011,t,Spring,Spring,1219
4,24,6,2011,f,Winter,Winter,1220
3,25,6,2011,f,Winter,Winter,1221
2,24,6,2011,f,Winter,Winter,1222
6,27,7,2011,t,Summer,Summer,1223
4,23,6,2011,f,Winter,Winter,1224
6,21,5,2011,t,Spring,Spring,1225
2,26,6,2011,f,Winter,Winter,1226
2,22,5,2011,f,Spring,Spring,1227
1,26,6,2011,f,Winter,Winter,1228
1,30,7,2011,f,Summer,Summer,1229
4,28,7,2011,f,Summer,Summer,1230
1,34,8,2011,f,Summer,Summer,1231
6,38,9,2010,t,Autumn,Autumn,1232
2,35,8,2011,f,Summer,Summer,1233
7,12,3,2012,t,Spring,Spring,1234
7,13,4,2012,t,Spring,Spring,1235
5,29,7,2012,f,Summer,Summer,1236
1,26,6,2012,f,Winter,Winter,1237
3,40,10,2012,f,Autumn,Autumn,1238
3,37,9,2012,f,Autumn,Autumn,1239
2,22,5,2012,f,Spring,Spring,1240
3,41,10,2012,f,Autumn,Autumn,1241
6,26,6,2012,t,Winter,Winter,1242
5,22,5,2013,f,Spring,Spring,1243
5,26,6,2013,f,Winter,Winter,1244
4,23,6,2012,f,Winter,Winter,1245
2,43,10,2013,f,Autumn,Autumn,1246
3,31,8,2012,f,Summer,Summer,1247
2,37,9,2012,f,Autumn,Autumn,1248
1,32,8,2012,f,Summer,Summer,1249
2,40,9,2014,f,Autumn,Autumn,1250
4,38,9,2014,f,Autumn,Autumn,1251
5,25,6,2013,f,Winter,Winter,1252
1,9,2,2012,f,Winter,Winter,1253
2,33,8,2014,f,Summer,Summer,1254
6,5,2,2014,t,Winter,Winter,1255
5,18,5,2014,f,Spring,Spring,1256
2,43,10,2014,f,Autumn,Autumn,1257
4,52,12,2013,f,Winter,Winter,1258
7,27,7,2014,t,Summer,Summer,1259
5,1,1,2014,f,Winter,Winter,1260
4,18,5,2014,f,Spring,Spring,1261
1,29,7,2014,f,Summer,Summer,1262
6,29,7,2015,t,Summer,Summer,1263
1,32,8,2015,f,Summer,Summer,1264
1,20,5,2015,f,Spring,Spring,1265
1,11,3,2015,f,Spring,Spring,1266
2,26,6,2015,f,Winter,Winter,1267
2,20,5,2015,f,Spring,Spring,1268
2,8,2,2015,f,Winter,Winter,1269
5,22,5,2015,f,Spring,Spring,1270
1,17,4,2015,f,Spring,Spring,1271
3,8,2,2015,f,Winter,Winter,1272
5,37,9,2015,f,Autumn,Autumn,1273
3,32,8,2015,f,Summer,Summer,1274
2,48,11,2016,f,Autumn,Autumn,1275
3,51,12,2016,f,Winter,Winter,1276
5,46,11,2016,f,Autumn,Autumn,1277
5,8,2,2016,f,Winter,Winter,1278
6,12,3,2016,t,Spring,Spring,1279
4,34,8,2016,f,Summer,Summer,1280
3,27,7,2016,f,Summer,Summer,1281
7,41,10,2016,t,Autumn,Autumn,1282
6,40,10,2016,t,Autumn,Autumn,1283
4,10,3,2016,f,Spring,Spring,1284
5,24,6,2016,f,Winter,Winter,1285
6,25,6,2016,t,Winter,Winter,1286
1,28,7,2016,f,Summer,Summer,1287
4,26,6,2016,f,Winter,Winter,1288
6,28,7,2016,t,Summer,Summer,1289
4,16,4,2016,f,Spring,Spring,1290
7,30,7,2016,t,Summer,Summer,1291
3,22,6,2016,f,Winter,Winter,1292
